,EC_number,bigg.metabolite,KM_Value,growth condition,concentration,saturation,met:EC
303,3.1.3.11,f1p,1.0,Acetate,0.0495,0.0471653168175,f1p:3.1.3.11
304,2.7.4.1,gdp,0.16,Acetate,0.3789,0.703098905177,gdp:2.7.4.1
305,3.6.1.55,gdp,0.35,Acetate,0.3789,0.519824392921,gdp:3.6.1.55
306,2.7.4.3,amp,0.038,Acetate,0.7179,0.949728800106,amp:2.7.4.3
307,2.7.6.1,amp,0.132,Acetate,0.7179,0.844687610307,amp:2.7.6.1
308,3.1.3.31,amp,0.32,Acetate,0.7179,0.691685133443,amp:3.1.3.31
309,3.1.3.5,amp,0.0129,Acetate,0.7179,0.982348111658,amp:3.1.3.5
310,3.1.3.6,amp,0.32,Acetate,0.7179,0.691685133443,amp:3.1.3.6
311,3.6.1.11,amp,0.32,Acetate,0.7179,0.691685133443,amp:3.6.1.11
312,2.7.7.12,gal1p,0.29,Acetate,0.0409,0.123602296766,gal1p:2.7.7.12
313,3.5.4.2,ade,0.23,Acetate,0.0155,0.0631364562118,ade:3.5.4.2
314,4.1.2.14,2ddg6p,0.006,Acetate,0.0131,0.685863874346,2ddg6p:4.1.2.14
315,4.2.1.3,cit,1.16,Acetate,2.7839,0.705874895408,cit:4.2.1.3
316,5.3.1.28,s7p,0.9,Acetate,2.4824,0.733916745506,s7p:5.3.1.28
317,1.1.1.136,nad,4.16,Fructose,3.8799,0.482580629112,nad:1.1.1.136
318,1.1.1.154,nad,0.56,Fructose,3.8799,0.873871033131,nad:1.1.1.154
319,1.1.1.17,nad,0.2,Fructose,3.8799,0.950979190666,nad:1.1.1.17
320,1.1.1.205,nad,2.0,Fructose,3.8799,0.659858160853,nad:1.1.1.205
321,1.1.1.282,nad,0.0122,Fructose,3.8799,0.996865445389,nad:1.1.1.282
322,1.1.1.305,nad,0.57,Fructose,3.8799,0.87190723387,nad:1.1.1.305
323,1.1.1.336,nad,0.21,Fructose,3.8799,0.94865400132,nad:1.1.1.336
324,1.1.1.350,nad,0.56,Fructose,3.8799,0.873871033131,nad:1.1.1.350
325,1.1.1.37,nad,0.26,Fructose,3.8799,0.937196550641,nad:1.1.1.37
326,1.1.1.38,nad,0.063,Fructose,3.8799,0.984021912805,nad:1.1.1.38
327,1.1.1.41,nad,4.7,Fructose,3.8799,0.452208067693,nad:1.1.1.41
328,1.1.1.49,nad,1.67,Fructose,3.8799,0.699093677364,nad:1.1.1.49
329,1.1.1.6,nad,0.0165,Fructose,3.8799,0.995765321836,nad:1.1.1.6
330,1.1.1.75,nad,0.05,Fructose,3.8799,0.98727702995,nad:1.1.1.75
331,1.1.1.85,nad,0.321,Fructose,3.8799,0.923587802614,nad:1.1.1.85
332,1.1.1.95,nad,0.0078,Fructose,3.8799,0.997993672351,nad:1.1.1.95
333,1.2.1.10,nad,0.25,Fructose,3.8799,0.939465846631,nad:1.2.1.10
334,1.2.1.12,nad,0.045,Fructose,3.8799,0.988534739739,nad:1.2.1.12
335,1.2.1.16,nad,9.1,Fructose,3.8799,0.298916016302,nad:1.2.1.16
336,1.2.1.22,nad,0.047,Fructose,3.8799,0.988031271486,nad:1.2.1.22
337,1.2.1.39,nad,0.035,Fructose,3.8799,0.991059797185,nad:1.2.1.39
338,1.2.1.72,nad,0.8,Fructose,3.8799,0.829056176414,nad:1.2.1.72
339,1.2.1.8,nad,0.0025,Fructose,3.8799,0.999356068411,nad:1.2.1.8
340,1.3.1.12,nad,0.103,Fructose,3.8799,0.974139446132,nad:1.3.1.12
341,1.8.1.4,nad,0.4,Fructose,3.8799,0.906539872427,nad:1.8.1.4
342,2.7.1.23,nad,1.85,Fructose,3.8799,0.677132236165,nad:2.7.1.23
343,2.7.7.1,nad,0.37,Fructose,3.8799,0.912939127979,nad:2.7.7.1
344,2.7.7.18,nad,0.37,Fructose,3.8799,0.912939127979,nad:2.7.7.18
345,3.6.1.22,nad,5.1,Fructose,3.8799,0.432064945044,nad:3.6.1.22
346,6.5.1.2,nad,0.003,Fructose,3.8799,0.999227381596,nad:6.5.1.2
347,1.1.1.140,f6p,0.568,Fructose,0.5669,0.499515375804,f6p:1.1.1.140
348,2.2.1.2,f6p,0.6,Fructose,0.5669,0.48581712229,f6p:2.2.1.2
349,2.6.1.16,f6p,0.2,Fructose,0.5669,0.739209805711,f6p:2.6.1.16
350,2.7.1.105,f6p,0.028,Fructose,0.5669,0.952933266095,f6p:2.7.1.105
351,2.7.1.11,f6p,0.011,Fructose,0.5669,0.980965564977,f6p:2.7.1.11
352,3.5.99.6,f6p,1.7,Fructose,0.5669,0.250077197936,f6p:3.5.99.6
353,5.3.1.8,f6p,0.15,Fructose,0.5669,0.790765797182,f6p:5.3.1.8
354,5.3.1.9,f6p,0.147,Fructose,0.5669,0.794088807956,f6p:5.3.1.9
355,1.1.1.140,nadh,0.025,Fructose,1.0497,0.97673769424,nadh:1.1.1.140
356,1.1.1.37,nadh,0.061,Fructose,1.0497,0.945079679481,nadh:1.1.1.37
357,1.1.1.38,nadh,0.025,Fructose,1.0497,0.97673769424,nadh:1.1.1.38
358,1.1.1.6,nadh,0.05,Fructose,1.0497,0.954533054469,nadh:1.1.1.6
359,1.1.1.86,nadh,0.207,Fructose,1.0497,0.835282883743,nadh:1.1.1.86
360,1.1.1.B28,nadh,0.84,Fructose,1.0497,0.555484997619,nadh:1.1.1.B28
361,1.14.12.17,nadh,0.0032,Fructose,1.0497,0.996960775002,nadh:1.14.12.17
362,1.3.1.9,nadh,0.02,Fructose,1.0497,0.981303169113,nadh:1.3.1.9
363,1.5.1.20,nadh,0.02,Fructose,1.0497,0.981303169113,nadh:1.5.1.20
364,1.5.1.36,nadh,0.04,Fructose,1.0497,0.963292649353,nadh:1.5.1.36
365,1.5.1.38,nadh,0.5555,Fructose,1.0497,0.653937204087,nadh:1.5.1.38
366,1.5.1.41,nadh,0.025,Fructose,1.0497,0.97673769424,nadh:1.5.1.41
367,1.5.1.B1,nadh,0.076,Fructose,1.0497,0.932486452874,nadh:1.5.1.B1
368,1.6.1.2,nadh,0.0017,Fructose,1.0497,0.998383108237,nadh:1.6.1.2
369,1.6.5.11,nadh,0.132,Fructose,1.0497,0.88829652196,nadh:1.6.5.11
370,1.6.5.2,nadh,0.014,Fructose,1.0497,0.986838394284,nadh:1.6.5.2
371,1.6.5.3,nadh,0.013,Fructose,1.0497,0.987767008563,nadh:1.6.5.3
372,1.7.1.15,nadh,0.0488,Fructose,1.0497,0.955575785162,nadh:1.7.1.15
373,1.7.1.4,nadh,0.016,Fructose,1.0497,0.984986393919,nadh:1.7.1.4
374,1.7.1.6,nadh,0.0706,Fructose,1.0497,0.936981165759,nadh:1.7.1.6
375,3.6.1.22,nadh,0.11,Fructose,1.0497,0.905147883073,nadh:3.6.1.22
376,1.1.1.169,nadp,0.007,Fructose,0.0195,0.735849056604,nadp:1.1.1.169
377,1.1.1.276,nadp,0.54,Fructose,0.0195,0.0348525469169,nadp:1.1.1.276
378,1.1.1.282,nadp,0.1,Fructose,0.0195,0.163179916318,nadp:1.1.1.282
379,1.1.1.381,nadp,0.54,Fructose,0.0195,0.0348525469169,nadp:1.1.1.381
380,1.1.1.40,nadp,0.0415,Fructose,0.0195,0.319672131148,nadp:1.1.1.40
381,1.1.1.41,nadp,0.017,Fructose,0.0195,0.534246575342,nadp:1.1.1.41
382,1.1.1.42,nadp,0.0392,Fructose,0.0195,0.332197614991,nadp:1.1.1.42
383,1.1.1.44,nadp,0.049,Fructose,0.0195,0.284671532847,nadp:1.1.1.44
384,1.1.1.49,nadp,0.0075,Fructose,0.0195,0.722222222222,nadp:1.1.1.49
385,1.2.1.21,nadp,0.067,Fructose,0.0195,0.225433526012,nadp:1.2.1.21
386,1.2.1.39,nadp,0.22,Fructose,0.0195,0.0814196242171,nadp:1.2.1.39
387,1.2.1.4,nadp,0.1,Fructose,0.0195,0.163179916318,nadp:1.2.1.4
388,1.2.1.79,nadp,0.0446,Fructose,0.0195,0.304212168487,nadp:1.2.1.79
389,1.2.1.8,nadp,0.08,Fructose,0.0195,0.195979899497,nadp:1.2.1.8
390,1.2.1.91,nadp,0.056,Fructose,0.0195,0.258278145695,nadp:1.2.1.91
391,1.4.1.4,nadp,0.018,Fructose,0.0195,0.52,nadp:1.4.1.4
392,3.1.3.7,nadp,2.7,Fructose,0.0195,0.00717043574186,nadp:3.1.3.7
393,3.1.4.16,nadp,0.15,Fructose,0.0195,0.115044247788,nadp:3.1.4.16
394,3.1.4.37,nadp,0.15,Fructose,0.0195,0.115044247788,nadp:3.1.4.37
395,1.1.1.169,nadph,0.004,Fructose,0.2013,0.980516317584,nadph:1.1.1.169
396,1.1.1.267,nadph,0.0005,Fructose,0.2013,0.997522299306,nadph:1.1.1.267
397,1.1.1.86,nadph,0.002,Fructose,0.2013,0.990162321692,nadph:1.1.1.86
398,1.1.1.B28,nadph,0.89,Fructose,0.2013,0.184458902227,nadph:1.1.1.B28
399,1.14.12.17,nadph,0.18,Fructose,0.2013,0.527930763179,nadph:1.14.12.17
400,1.14.13.59,nadph,0.07,Fructose,0.2013,0.7419830446,nadph:1.14.13.59
401,1.16.1.9,nadph,0.043,Fructose,0.2013,0.823986901351,nadph:1.16.1.9
402,1.18.1.2,nadph,0.0018,Fructose,0.2013,0.991137370753,nadph:1.18.1.2
403,1.2.1.21,nadph,0.025,Fructose,0.2013,0.889527176315,nadph:1.2.1.21
404,1.2.1.70,nadph,0.039,Fructose,0.2013,0.837702871411,nadph:1.2.1.70
405,1.3.1.34,nadph,0.0008,Fructose,0.2013,0.996041563582,nadph:1.3.1.34
406,1.3.1.98,nadph,0.0016,Fructose,0.2013,0.99211434204,nadph:1.3.1.98
407,1.4.1.13,nadph,0.0022,Fructose,0.2013,0.989189189189,nadph:1.4.1.13
408,1.4.1.4,nadph,0.035,Fructose,0.2013,0.851883199323,nadph:1.4.1.4
409,1.5.1.3,nadph,0.0019,Fructose,0.2013,0.990649606299,nadph:1.5.1.3
410,1.5.1.30,nadph,0.0054,Fructose,0.2013,0.973875181422,nadph:1.5.1.30
411,1.5.1.38,nadph,0.046,Fructose,0.2013,0.813991103922,nadph:1.5.1.38
412,1.5.1.41,nadph,0.043,Fructose,0.2013,0.823986901351,nadph:1.5.1.41
413,1.6.1.1,nadph,0.0683,Fructose,0.2013,0.746661721068,nadph:1.6.1.1
414,1.6.1.2,nadph,0.0051,Fructose,0.2013,0.975290697674,nadph:1.6.1.2
415,1.6.5.10,nadph,0.0105,Fructose,0.2013,0.950424929178,nadph:1.6.5.10
416,1.6.5.2,nadph,0.0656,Fructose,0.2013,0.754215061821,nadph:1.6.5.2
417,1.6.5.3,nadph,1.87,Fructose,0.2013,0.0971853425385,nadph:1.6.5.3
418,1.7.1.13,nadph,0.0002,Fructose,0.2013,0.999007444169,nadph:1.7.1.13
419,1.7.1.7,nadph,0.0147,Fructose,0.2013,0.931944444444,nadph:1.7.1.7
420,1.8.1.9,nadph,0.0008,Fructose,0.2013,0.996041563582,nadph:1.8.1.9
421,3.1.3.7,nadph,2.13,Fructose,0.2013,0.0863466735298,nadph:3.1.3.7
422,1.1.1.290,akg,0.093,Fructose,1.1131,0.92289196584,akg:1.1.1.290
423,1.1.1.95,akg,0.042,Fructose,1.1131,0.963639511731,akg:1.1.1.95
424,1.14.11.17,akg,0.009,Fructose,1.1131,0.991979324481,akg:1.14.11.17
425,1.4.1.13,akg,0.0047,Fructose,1.1131,0.99579531222,akg:1.4.1.13
426,1.4.1.4,akg,0.2,Fructose,1.1131,0.847688675653,akg:1.4.1.4
427,2.2.1.9,akg,1.5,Fructose,1.1131,0.425969155409,akg:2.2.1.9
428,2.6.1.1,akg,0.071,Fructose,1.1131,0.94003884807,akg:2.6.1.1
429,2.6.1.19,akg,1.07,Fructose,1.1131,0.509871283954,akg:2.6.1.19
430,2.6.1.29,akg,0.88,Fructose,1.1131,0.558476744769,akg:2.6.1.29
431,2.6.1.33,akg,0.22,Fructose,1.1131,0.834971119946,akg:2.6.1.33
432,2.6.1.42,akg,0.24,Fructose,1.1131,0.822629517404,akg:2.6.1.42
433,2.6.1.57,akg,0.23,Fructose,1.1131,0.828754374209,akg:2.6.1.57
434,1.1.1.290,pyr,0.128,Fructose,1.7189,0.930694677568,pyr:1.1.1.290
435,1.1.1.86,pyr,1.54,Fructose,1.7189,0.527447911872,pyr:1.1.1.86
436,1.2.4.1,pyr,0.2609,Fructose,1.7189,0.868219012021,pyr:1.2.4.1
437,2.2.1.6,pyr,1.0,Fructose,1.7189,0.632204200228,pyr:2.2.1.6
438,2.2.1.7,pyr,0.049,Fructose,1.7189,0.972283500198,pyr:2.2.1.7
439,2.3.1.54,pyr,2.37,Fructose,1.7189,0.420382009831,pyr:2.3.1.54
440,2.6.1.29,pyr,2.7,Fructose,1.7189,0.388988209735,pyr:2.6.1.29
441,2.7.9.2,pyr,0.083,Fructose,1.7189,0.953937510406,pyr:2.7.9.2
442,4.1.2.52,pyr,5.6,Fructose,1.7189,0.234857697195,pyr:4.1.2.52
443,4.3.3.7,pyr,0.15,Fructose,1.7189,0.919738883835,pyr:4.3.3.7
444,1.1.1.42,icit,0.0405,Fructose,0.0147,0.266304347826,icit:1.1.1.42
445,4.1.3.1,icit,0.018,Fructose,0.0147,0.449541284404,icit:4.1.3.1
446,1.1.1.44,6pgc,0.093,Fructose,0.1083,0.538002980626,6pgc:1.1.1.44
447,1.1.1.49,g6p,0.07,Fructose,1.3694,0.951368625816,g6p:1.1.1.49
448,2.4.1.15,g6p,7.5,Fructose,1.3694,0.154396013259,g6p:2.4.1.15
449,2.6.1.16,g6p,16.0,Fructose,1.3694,0.0788397987265,g6p:2.6.1.16
450,5.3.1.9,g6p,0.28,Fructose,1.3694,0.830241299867,g6p:5.3.1.9
451,1.17.4.1,atp,0.07,Fructose,7.4558,0.990698663265,atp:1.17.4.1
452,2.1.2.2,atp,0.0774,Fructose,7.4558,0.989725481867,atp:2.1.2.2
453,2.5.1.6,atp,0.073,Fructose,7.4558,0.990303899692,atp:2.5.1.6
454,2.7.1.105,atp,0.06,Fructose,7.4558,0.992016817904,atp:2.7.1.105
455,2.7.1.107,atp,0.34,Fructose,7.4558,0.956386772365,atp:2.7.1.107
456,2.7.1.11,atp,0.008,Fructose,7.4558,0.998928159919,atp:2.7.1.11
457,2.7.1.12,atp,0.123,Fructose,7.4558,0.98377051776,atp:2.7.1.12
458,2.7.1.136,atp,0.0106,Fructose,7.4558,0.99858030644,atp:2.7.1.136
459,2.7.1.148,atp,0.02,Fructose,7.4558,0.997324701035,atp:2.7.1.148
460,2.7.1.16,atp,0.02,Fructose,7.4558,0.997324701035,atp:2.7.1.16
461,2.7.1.163,atp,2.0,Fructose,7.4558,0.788489604264,atp:2.7.1.163
462,2.7.1.165,atp,0.061,Fructose,7.4558,0.991884844615,atp:2.7.1.165
463,2.7.1.170,atp,1.0,Fructose,7.4558,0.881737978666,atp:2.7.1.170
464,2.7.1.2,atp,3.76,Fructose,7.4558,0.664758644056,atp:2.7.1.2
465,2.7.1.23,atp,0.23,Fructose,7.4558,0.970074683182,atp:2.7.1.23
466,2.7.1.25,atp,0.01,Fructose,7.4558,0.998660558815,atp:2.7.1.25
467,2.7.1.30,atp,0.0078,Fructose,7.4558,0.998954927917,atp:2.7.1.30
468,2.7.1.33,atp,0.115,Fructose,7.4558,0.984810059703,atp:2.7.1.33
469,2.7.1.39,atp,0.3,Fructose,7.4558,0.961319270739,atp:2.7.1.39
470,2.7.1.49,atp,0.1431,Fructose,7.4558,0.981168326995,atp:2.7.1.49
471,2.7.1.56,atp,0.12,Fructose,7.4558,0.984160088704,atp:2.7.1.56
472,2.7.1.59,atp,0.00014,Fructose,7.4558,0.999981223025,atp:2.7.1.59
473,2.7.1.6,atp,2.24,Fructose,7.4558,0.768972132263,atp:2.7.1.6
474,2.7.1.71,atp,0.16,Fructose,7.4558,0.978991044933,atp:2.7.1.71
475,2.7.1.73,atp,0.51,Fructose,7.4558,0.935976298677,atp:2.7.1.73
476,2.7.1.83,atp,0.33,Fructose,7.4558,0.957615145521,atp:2.7.1.83
477,2.7.1.95,atp,0.028,Fructose,7.4558,0.996258585211,atp:2.7.1.95
478,2.7.11.5,atp,0.0069,Fructose,7.4558,0.999075401664,atp:2.7.11.5
479,2.7.2.1,atp,0.07,Fructose,7.4558,0.990698663265,atp:2.7.2.1
480,2.7.2.11,atp,0.4,Fructose,7.4558,0.949082206777,atp:2.7.2.11
481,2.7.2.4,atp,0.18,Fructose,7.4558,0.976426831504,atp:2.7.2.4
482,2.7.2.8,atp,0.29,Fructose,7.4558,0.962560355289,atp:2.7.2.8
483,2.7.4.1,atp,1.4,Fructose,7.4558,0.841911515617,atp:2.7.4.1
484,2.7.4.12,atp,0.82,Fructose,7.4558,0.900915923536,atp:2.7.4.12
485,2.7.4.16,atp,0.27,Fructose,7.4558,0.965052162883,atp:2.7.4.16
486,2.7.4.22,atp,0.048,Fructose,7.4558,0.993603241025,atp:2.7.4.22
487,2.7.4.25,atp,0.038,Fructose,7.4558,0.994929141424,atp:2.7.4.25
488,2.7.4.3,atp,0.048,Fructose,7.4558,0.993603241025,atp:2.7.4.3
489,2.7.4.7,atp,0.193,Fructose,7.4558,0.974767283757,atp:2.7.4.7
490,2.7.4.9,atp,0.04,Fructose,7.4558,0.994663678327,atp:2.7.4.9
491,2.7.6.1,atp,0.023,Fructose,7.4558,0.996924640317,atp:2.7.6.1
492,2.7.6.3,atp,0.015,Fructose,7.4558,0.997992182899,atp:2.7.6.3
493,2.7.7.1,atp,0.5,Fructose,7.4558,0.937152769049,atp:2.7.7.1
494,2.7.7.18,atp,0.5,Fructose,7.4558,0.937152769049,atp:2.7.7.18
495,2.7.7.19,atp,0.13,Fructose,7.4558,0.982862717182,atp:2.7.7.19
496,2.7.7.27,atp,0.155,Fructose,7.4558,0.979634204026,atp:2.7.7.27
497,2.7.7.42,atp,0.15,Fructose,7.4558,0.980278208735,atp:2.7.7.42
498,2.7.7.58,atp,1.12,Fructose,7.4558,0.869399939364,atp:2.7.7.58
499,2.7.7.63,atp,0.0019,Fructose,7.4558,0.999745229763,atp:2.7.7.63
500,2.7.7.B5,atp,0.24,Fructose,7.4558,0.968814158372,atp:2.7.7.B5
501,2.7.9.2,atp,0.028,Fructose,7.4558,0.996258585211,atp:2.7.9.2
502,2.7.9.3,atp,0.9,Fructose,7.4558,0.892290385122,atp:2.7.9.3
503,2.7.99.B1,atp,4.0,Fructose,7.4558,0.650831893015,atp:2.7.99.B1
504,3.1.11.5,atp,0.085,Fructose,7.4558,0.988727986421,atp:3.1.11.5
505,3.1.3.5,atp,0.0209,Fructose,7.4558,0.99720464911,atp:3.1.3.5
506,3.1.4.16,atp,0.18,Fructose,7.4558,0.976426831504,atp:3.1.4.16
507,3.1.4.37,atp,0.18,Fructose,7.4558,0.976426831504,atp:3.1.4.37
508,3.4.21.53,atp,0.003,Fructose,7.4558,0.999597790529,atp:3.4.21.53
509,3.4.21.92,atp,0.21,Fructose,7.4558,0.972605598894,atp:3.4.21.92
510,3.4.24.B17,atp,0.021,Fructose,7.4558,0.997191311791,atp:3.4.24.B17
511,3.6.3.1,atp,0.878,Fructose,7.4558,0.89464589983,atp:3.6.3.1
512,3.6.3.14,atp,0.053,Fructose,7.4558,0.992941615172,atp:3.6.3.14
513,3.6.3.16,atp,0.035,Fructose,7.4558,0.995327601858,atp:3.6.3.16
514,3.6.3.18,atp,0.65,Fructose,7.4558,0.919810506057,atp:3.6.3.18
515,3.6.3.19,atp,0.143,Fructose,7.4558,0.981181239143,atp:3.6.3.19
516,3.6.3.27,atp,0.0239,Fructose,7.4558,0.99680468468,atp:3.6.3.27
517,3.6.3.31,atp,0.12,Fructose,7.4558,0.984160088704,atp:3.6.3.31
518,3.6.3.33,atp,0.053,Fructose,7.4558,0.992941615172,atp:3.6.3.33
519,3.6.3.39,atp,0.117,Fructose,7.4558,0.984549968308,atp:3.6.3.39
520,3.6.3.43,atp,0.36,Fructose,7.4558,0.953939455974,atp:3.6.3.43
521,3.6.3.5,atp,0.0026,Fructose,7.4558,0.999651399764,atp:3.6.3.5
522,3.6.3.54,atp,0.5,Fructose,7.4558,0.937152769049,atp:3.6.3.54
523,3.6.4.10,atp,1.9e-05,Fructose,7.4558,0.999997451655,atp:3.6.4.10
524,3.6.4.8,atp,0.28,Fructose,7.4558,0.963804648517,atp:3.6.4.8
525,3.6.4.9,atp,0.007,Fructose,7.4558,0.999062014257,atp:3.6.4.9
526,4.6.1.1,atp,0.27,Fructose,7.4558,0.965052162883,atp:4.6.1.1
527,6.1.1.1,atp,0.5,Fructose,7.4558,0.937152769049,atp:6.1.1.1
528,6.1.1.10,atp,0.41,Fructose,7.4558,0.947875613415,atp:6.1.1.10
529,6.1.1.11,atp,6.8e-05,Fructose,7.4558,0.999990879667,atp:6.1.1.11
530,6.1.1.12,atp,0.09,Fructose,7.4558,0.98807283522,atp:6.1.1.12
531,6.1.1.14,atp,0.014,Fructose,7.4558,0.9981257865,atp:6.1.1.14
532,6.1.1.16,atp,0.22,Fructose,7.4558,0.971338492405,atp:6.1.1.16
533,6.1.1.17,atp,0.1,Fructose,7.4558,0.986765134069,atp:6.1.1.17
534,6.1.1.18,atp,0.04,Fructose,7.4558,0.994663678327,atp:6.1.1.18
535,6.1.1.19,atp,0.9,Fructose,7.4558,0.892290385122,atp:6.1.1.19
536,6.1.1.2,atp,0.2,Fructose,7.4558,0.97387601557,atp:6.1.1.2
537,6.1.1.21,atp,0.56,Fructose,7.4558,0.930137977494,atp:6.1.1.21
538,6.1.1.22,atp,0.076,Fructose,7.4558,0.989909450596,atp:6.1.1.22
539,6.1.1.24,atp,0.62,Fructose,7.4558,0.923227420194,atp:6.1.1.24
540,6.1.1.3,atp,0.267,Fructose,7.4558,0.965427047185,atp:6.1.1.3
541,6.1.1.4,atp,0.24,Fructose,7.4558,0.968814158372,atp:6.1.1.4
542,6.1.1.5,atp,0.00054,Fructose,7.4558,0.99992757841,atp:6.1.1.5
543,6.1.1.6,atp,0.012,Fructose,7.4558,0.998393101047,atp:6.1.1.6
544,6.1.1.7,atp,0.083,Fructose,7.4558,0.988990290232,atp:6.1.1.7
545,6.1.1.9,atp,9.4,Fructose,7.4558,0.442328456674,atp:6.1.1.9
546,6.1.1.B3,atp,0.17,Fructose,7.4558,0.977707256944,atp:6.1.1.B3
547,6.2.1.26,atp,0.0735,Fructose,7.4558,0.990238136347,atp:6.2.1.26
548,6.2.1.3,atp,0.025,Fructose,7.4558,0.996658111432,atp:6.2.1.3
549,6.2.1.5,atp,0.0145,Fructose,7.4558,0.998058980228,atp:6.2.1.5
550,6.3.1.2,atp,0.2,Fructose,7.4558,0.97387601557,atp:6.3.1.2
551,6.3.2.1,atp,1.75,Fructose,7.4558,0.809902452801,atp:6.3.2.1
552,6.3.2.14,atp,0.43,Fructose,7.4558,0.945471607193,atp:6.3.2.14
553,6.3.2.17,atp,0.054,Fructose,7.4558,0.992809395723,atp:6.3.2.17
554,6.3.2.2,atp,0.00014,Fructose,7.4558,0.999981223025,atp:6.3.2.2
555,6.3.2.3,atp,0.24,Fructose,7.4558,0.968814158372,atp:6.3.2.3
556,6.3.2.4,atp,0.049,Fructose,7.4558,0.993470845326,atp:6.3.2.4
557,6.3.2.45,atp,0.19,Fructose,7.4558,0.975149755421,atp:6.3.2.45
558,6.3.2.8,atp,0.14,Fructose,7.4558,0.981568761684,atp:6.3.2.8
559,6.3.2.9,atp,0.106,Fructose,7.4558,0.985982173557,atp:6.3.2.9
560,6.3.3.1,atp,0.073,Fructose,7.4558,0.990303899692,atp:6.3.3.1
561,6.3.4.14,atp,0.081,Fructose,7.4558,0.989252733255,atp:6.3.4.14
562,6.3.4.15,atp,0.25,Fructose,7.4558,0.967556905188,atp:6.3.4.15
563,6.3.4.18,atp,0.048,Fructose,7.4558,0.993603241025,atp:6.3.4.18
564,6.3.4.19,atp,0.0016,Fructose,7.4558,0.999785448011,atp:6.3.4.19
565,6.3.4.2,atp,0.054,Fructose,7.4558,0.992809395723,atp:6.3.4.2
566,6.3.5.2,atp,0.104,Fructose,7.4558,0.986243022302,atp:6.3.5.2
567,6.3.5.4,atp,0.1,Fructose,7.4558,0.986765134069,atp:6.3.5.4
568,6.3.5.5,atp,0.005,Fructose,7.4558,0.999329830581,atp:6.3.5.5
569,6.5.1.4,atp,0.02,Fructose,7.4558,0.997324701035,atp:6.5.1.4
570,1.2.1.72,e4p,0.51,Fructose,0.0346,0.0635328681601,e4p:1.2.1.72
571,2.2.1.2,e4p,0.078,Fructose,0.0346,0.307282415631,e4p:2.2.1.2
572,2.5.1.54,e4p,0.021,Fructose,0.0346,0.622302158273,e4p:2.5.1.54
573,4.1.2.21,e4p,0.57,Fructose,0.0346,0.0572279192855,e4p:4.1.2.21
574,1.3.5.1,fum,0.005,Fructose,1.6091,0.996902298495,fum:1.3.5.1
575,1.3.5.4,fum,0.0054,Fructose,1.6091,0.996655311242,fum:1.3.5.4
576,4.2.1.2,fum,0.15,Fructose,1.6091,0.914729122847,fum:4.2.1.2
577,1.3.5.1,succ,0.002,Fructose,2.0753,0.999037211765,succ:1.3.5.1
578,1.3.5.4,succ,0.0015,Fructose,2.0753,0.999277734977,succ:1.3.5.4
579,6.2.1.5,succ,0.25,Fructose,2.0753,0.892486990926,succ:6.2.1.5
580,1.7.1.7,gmp,0.0055,Fructose,0.092,0.94358974359,gmp:1.7.1.7
581,3.1.3.31,gmp,0.26,Fructose,0.092,0.261363636364,gmp:3.1.3.31
582,3.1.3.5,gmp,0.26,Fructose,0.092,0.261363636364,gmp:3.1.3.5
583,3.1.3.6,gmp,0.26,Fructose,0.092,0.261363636364,gmp:3.1.3.6
584,3.6.1.11,gmp,0.26,Fructose,0.092,0.261363636364,gmp:3.6.1.11
585,2.5.1.19,pep,0.015,Fructose,0.9658,0.984706362153,pep:2.5.1.19
586,2.5.1.54,pep,0.005,Fructose,0.9658,0.99484960857,pep:2.5.1.54
587,2.5.1.55,pep,0.00443,Fructose,0.9658,0.995434072333,pep:2.5.1.55
588,2.5.1.56,pep,0.04,Fructose,0.9658,0.960230662159,pep:2.5.1.56
589,2.5.1.7,pep,0.0004,Fructose,0.9658,0.999586007038,pep:2.5.1.7
590,2.7.3.9,pep,0.18,Fructose,0.9658,0.842904520859,pep:2.7.3.9
591,4.1.1.49,pep,0.06,Fructose,0.9658,0.941509066095,pep:4.1.1.49
592,2.7.1.105,gtp,0.35,Fructose,3.252,0.902831760133,gtp:2.7.1.105
593,2.7.1.107,gtp,8.7,Fructose,3.252,0.272088353414,gtp:2.7.1.107
594,2.7.1.11,gtp,4.3,Fructose,3.252,0.43061440678,gtp:2.7.1.11
595,2.7.1.7,gtp,0.5,Fructose,3.252,0.866737739872,gtp:2.7.1.7
596,2.7.2.1,gtp,1.1,Fructose,3.252,0.747242647059,gtp:2.7.2.1
597,2.7.4.22,gtp,1.0,Fructose,3.252,0.764816556914,gtp:2.7.4.22
598,2.7.4.25,gtp,0.64,Fructose,3.252,0.83556012333,gtp:2.7.4.25
599,2.7.7.77,gtp,0.0065,Fructose,3.252,0.998005217124,gtp:2.7.7.77
600,2.7.7.B5,gtp,0.84,Fructose,3.252,0.794721407625,gtp:2.7.7.B5
601,3.4.24.B17,gtp,7.3,Fructose,3.252,0.308188021228,gtp:3.4.24.B17
602,3.6.1.55,gtp,1.0,Fructose,3.252,0.764816556914,gtp:3.6.1.55
603,3.6.5.3,gtp,0.0008,Fructose,3.252,0.999754058042,gtp:3.6.5.3
604,3.6.5.4,gtp,0.001,Fructose,3.252,0.999692591454,gtp:3.6.5.4
605,6.3.4.4,gtp,0.011,Fructose,3.252,0.996628869139,gtp:6.3.4.4
